0.61475 0.748644 -0.800874 572.96 25 5.41172 0.325259 0.115173 0.258617 0.259213 20.3276 1
0.555729 0.0816401 0.931403 571.214 28 3.75906 0.319635 0.151829 0.2169 0.217877 6.01857 1
0.385735 0.542146 0.981078 837.5 29 5.66114 0.394729 0.177675 0.254485 0.26825 18.926 1
0.874758 -0.245054 -0.102442 494.643 27 2.95218 0.625068 0.175309 0.553455 0.58253 24.7451 1
0.577099 0.293471 0.21893 583.364 21 3.69325 0.446405 0.368673 0.390199 0.392671 2.63507 1
0.983396 -0.345218 -0.47518 481.37 26 3.34512 0.198447 0.074373 0.139732 0.175509 26.6356 1
0.273397 0.699133 0.992409 1361.16 30 8.58416 0.240221 0.0771175 0.152824 0.168314 28.4304 1
0.895942 0.0163736 -0.676578 452.885 25 3.00972 0.207652 0.144574 0.176866 0.179201 6.03879 1
0.702455 0.240577 0.986697 541.074 26 3.72623 0.256932 0.182648 0.223881 0.224458 4.92386 1
0.747189 0.272567 -0.590344 511.5 28 3.37689 0.248369 0.162465 0.208258 0.217824 11.0643 1
0.992113 0.525454 0.870631 448.261 23 3.55307 0.46481 0.170135 0.346315 0.422809 27.2841 1
0.432893 0.791538 0.983227 802.062 31 7.08152 0.162461 0.121396 0.132864 0.132864 2.90431 1
0.23385 0.68147 -0.853654 434.909 11 24.5392 0.0685288 0.0119732 0.024313 0.0252265 22.0019 1
0.417843 0.267768 0.889062 814.393 28 4.38673 0.247818 0.112962 0.14962 0.188465 18.8758 1
0.213682 -0.374182 0.769499 1986.65 30 8.8435 0.216875 0.060842 0.144909 0.144909 13.9587 1
0.827414 0.9256 0.239107 432.714 13 5.33886 0.200087 0.135393 0.194755 0.194755 11.2123 1
0.879779 0.0268891 0.970798 446.036 27 3.33233 0.210588 0.0789552 0.189676 0.189676 12.1143 1
0.575908 0.32215 -0.841903 688.308 25 4.01289 0.33943 0.252672 0.302818 0.302818 10.5487 1
0.915363 -0.620727 -0.172047 421.357 27 3.8832 0.226679 0.118245 0.189958 0.189958 10.5486 1
0.596076 -0.138958 -0.665515 598.4 25 3.44728 0.403175 0.225183 0.318041 0.357649 23.4182 1
0.443246 -0.730531 -0.443291 793 26 6.10641 0.245832 0.059617 0.12363 0.160575 41.8652 1
0.321878 0.922133 0.999995 1156.62 8 9999 0.105247 0.0769398 0.081829 0.103074 18.5511 1
0.211495 0.454225 -0.370896 2135.68 30 9.64559 0.193229 0.0361141 0.111788 0.144372 33.2461 1
0.8081 0.218386 -0.287875 508.115 25 3.36285 0.799048 0.243477 0.499972 0.748894 48.1736 1
0.467028 0.293303 0.327563 691.667 26 4.23175 0.214635 0.0709535 0.144204 0.186462 27.6985 1
0.944647 0.231853 0.968568 474.724 28 3.45211 0.202078 0.114783 0.176651 0.176651 5.96753 1
0.575184 0.441785 0.999826 557.714 28 4.1756 0.355421 0.131999 0.279976 0.313118 20.2872 1
0.557496 0.801671 -0.238648 594.379 28 6.31114 0.429312 0.184382 0.371687 0.37757 16.6428 1
0.919056 0.734687 -0.92103 482.04 25 4.57699 0.195051 0.143582 0.170292 0.170292 4.2779 1
0.265548 -0.132902 -0.961131 1526.27 25 5.76815 0.224952 0.136961 0.184193 0.196181 15.4687 1
0.893944 -0.436932 -0.418343 536.231 25 3.50933 0.604276 0.276711 0.542653 0.555963 12.4962 1
0.83159 -0.636176 -0.70512 466.423 25 4.22131 0.228755 0.126414 0.189041 0.189041 5.77683 1
0.774232 -0.613909 -0.875166 451.519 26 4.31497 0.172481 0.0560644 0.133927 0.133927 23.35 1
0.498109 0.515851 -0.996549 689.259 26 4.57292 0.544908 0.209971 0.394805 0.488088 45.2106 1
0.473228 -0.0177677 0.319478 727.286 28 3.86397 0.32209 0.152862 0.277129 0.277129 8.71454 1
